reaction	FG	incompatible
1.3.8_FLUORO_N_ARYLATION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_NITRO_FLUORO	calc_AMINES_AROMATIC_PRIMARY	1
1.3.8_FLUORO_N_ARYLATION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_NITRO_FLUORO	calc_AMINES_AROMATIC_PRIMARY	1
1.3.8_FLUORO_N_ARYLATION_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_NITRO_FLUORO	calc_AMINES_AROMATIC_PRIMARY	0
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_calc_AMINES_AROMATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	0
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_calc_PHENOLS_AND_calc_NAS_ELECTROPHILE	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_THIOPHENOLS_AND_calc_NAS_ELECTROPHILE	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_THIOLS_AND_calc_NAS_ELECTROPHILE	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_calc_NAS_ELECTROPHILE	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_AMINES_ALIPHATIC_SECONDARY_AND_calc_NAS_ELECTROPHILE	calc_AMINES_AROMATIC_PRIMARY	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_calc_PHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_calc_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_THIOLS	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_PHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_PHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_THIOLS	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_AMINES_AROMATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_THIOLS	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_AMINES_AROMATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_ARYLIODIDE_AND_calc_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_ARYLIODIDE_AND_THIOLS	calc_AMINES_AROMATIC_PRIMARY	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_THIOPHENOLS_AND_calc_ARYLIODIDE	calc_AMINES_AROMATIC_PRIMARY	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_THIOLS_AND_calc_ARYLIODIDE	calc_AMINES_AROMATIC_PRIMARY	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	0
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_calc_AMINES_AROMATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_AMINES_ALIPHATIC_PRIMARY_AND_SULFONYL_CHLORIDES	calc_AMINES_AROMATIC_PRIMARY	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_AMINES_ALIPHATIC_SECONDARY_AND_SULFONYL_CHLORIDES	calc_AMINES_AROMATIC_PRIMARY	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_SULFONYL_CHLORIDES	calc_AMINES_AROMATIC_PRIMARY	0
2.3.1_ISOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_ISOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
2.3.1_ISOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_ISOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
2.3.2_ISOTHIOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_ISOTHIOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
2.3.2_ISOTHIOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_ISOTHIOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
3.1.3_SUZUKI_COUPLING_FROM_calc_ARYLHALIDE_AND_BORONICS_AROMATIC	calc_AMINES_AROMATIC_PRIMARY	1
3.11.13_ULLMANN_TYPE_BIARYL_COUPLING_FROM_AMINES_ALIPHATIC_PRIMARY_AND_calc_ARYLHALIDE	calc_AMINES_AROMATIC_PRIMARY	1
3.11.13_ULLMANN_TYPE_BIARYL_COUPLING_FROM_calc_ARYLHALIDE_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
3.9.21_ALKYNE_COUPLING_FROM_FROM_ALKYNES_TERMINAL_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	1
4.1.1_1_2_3_TRIAZOLE_SYNTHESIS_FROM_AZIDE_AND_ALKYNES_TERMINAL	calc_AMINES_AROMATIC_PRIMARY	0
4.1.1_1_2_3_TRIAZOLE_SYNTHESIS_FROM_ALKYNES_TERMINAL_AND_AZIDE	calc_AMINES_AROMATIC_PRIMARY	0
4.1.11_LAROCK_INDOLE_SYNTHESIS_FROM_ALKYNES_TERMINAL_AND_O_IODO_SEC_ANILINE	calc_AMINES_AROMATIC_PRIMARY	1
4.1.11_LAROCK_INDOLE_SYNTHESIS_FROM_O_IODO_SEC_ANILINE_AND_ALKYNES_TERMINAL	calc_AMINES_AROMATIC_PRIMARY	0
4.1.12_IMIDAZOLE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_PRIMARY_AND_KETONES_A_BROMO	calc_AMINES_AROMATIC_PRIMARY	1
4.1.12_IMIDAZOLE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_SECONDARY_AND_KETONES_A_BROMO	calc_AMINES_AROMATIC_PRIMARY	1
4.1.45_BENZIMIDAZOLE_SYNTHESIS_FROM_ALDEHYDES_AND_O_NITRO_SEC_ANILINE	calc_AMINES_AROMATIC_PRIMARY	1
4.1.45_BENZIMIDAZOLE_SYNTHESIS_FROM_O_NITRO_SEC_ANILINE_AND_ALDEHYDES	calc_AMINES_AROMATIC_PRIMARY	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_GUANIDINES_SECONDARY_PRIMARY_AND_YNONES	calc_AMINES_AROMATIC_PRIMARY	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_PRIMARY_AND_YNONES	calc_AMINES_AROMATIC_PRIMARY	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_YNONES_AND_GUANIDINES_SECONDARY_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_YNONES_AND_GUANIDINES_TERTIARY_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
4.1.60_PYRAZOLE_SYNTHESIS_FROM_YNONES_AND_HYDRAZINES_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
4.1.60_PYRAZOLE_SYNTHESIS_FROM_HYDRAZINES_PRIMARY_AND_YNONES	calc_AMINES_AROMATIC_PRIMARY	1
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_O_AMINO_PHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_O_AMINO_PHENOLS	calc_AMINES_AROMATIC_PRIMARY	0
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_O_AMINO_PHENOLS_AND_ISOTHIOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
4.2.2_OXADIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	1
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_O_AMINO_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	1
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_O_AMINO_THIOPHENOLS	calc_AMINES_AROMATIC_PRIMARY	0
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_O_AMINO_THIOPHENOLS_AND_ISOTHIOCYANATES	calc_AMINES_AROMATIC_PRIMARY	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_AMINOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_KETONES_A_BROMO	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_AMINOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_SECONDARY_AND_KETONES_A_BROMO	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_CARBOXYLIC_ACID_NITRO_REACTION_FROM_CARBOXYLIC_ACID_AND_O_NITRO_SEC_ANILINE	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_CARBOXYLIC_ACID_NITRO_REACTION_FROM_O_NITRO_SEC_ANILINE_AND_CARBOXYLIC_ACID	calc_AMINES_AROMATIC_PRIMARY	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_NUCLEOPHILIC_SUBSTITUTION_FROM_ALCOHOLS_AND_AMINES_ALIPHATIC_PRIMARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_NUCLEOPHILIC_SUBSTITUTION_FROM_ALCOHOLS_AND_AMINES_ALIPHATIC_SECONDARY	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_124_OXADIAZOLE_SYNTHESIS_FROM_NITRILES_AND_CARBOXYLIC_ACIDS	calc_AMINES_AROMATIC_PRIMARY	0
X.X.X_134_OXADIAZOLE_SYNTHESIS_FROM_CARBOXYLIC_ACIDS_AND_ALDEHYDES	calc_AMINES_AROMATIC_PRIMARY	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	isocyanates	0
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_AMINES_AROMATIC_SECONDARY_1	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_O_IODO_ANILINE	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_ALDEHYDES	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_ALDEHYDES	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_AMINES_AROMATIC_SECONDARY_1_AND_ALDEHYDES	isocyanates	1
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_O_IODO_ANILINE_AND_ALDEHYDES	isocyanates	1
1.3.3_IODO_BUCHWALD_HARTWIG_AMINATION_FROM_calc_ARYHALIDE_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_NITRO_FLUORO	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_NITRO_FLUORO	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_NITRO_FLUORO	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
1.3.8_FLUORO_N_ARYLATION_FROM_NITRO_FLUORO_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_calc_PHENOLS_AND_calc_NAS_ELECTROPHILE	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_THIOPHENOLS_AND_calc_NAS_ELECTROPHILE	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_THIOLS_AND_calc_NAS_ELECTROPHILE	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_calc_NAS_ELECTROPHILE	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_AMINES_ALIPHATIC_SECONDARY_AND_calc_NAS_ELECTROPHILE	isocyanates	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_calc_PHENOLS	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_calc_THIOPHENOLS	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_THIOLS	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_calc_NAS_ELECTROPHILE_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_PHENOLS	isocyanates	1
1.7.11_SNAR_ETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_PHENOLS	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_THIOPHENOLS	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_THIOLS	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_DICHLORO_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_THIOPHENOLS	isocyanates	1
1.8.5_THIOETHER_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_THIOLS	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
X.X.X_SNAR_ANILINE_SYNTHESIS_FROM_TRIAZINE_MONOCHLORO_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_ARYLIODIDE_AND_calc_THIOPHENOLS	isocyanates	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_ARYLIODIDE_AND_THIOLS	isocyanates	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_calc_THIOPHENOLS_AND_calc_ARYLIODIDE	isocyanates	1
1.8.7_MIGITA_THIOETHER_SYNTHESIS_FROM_THIOLS_AND_calc_ARYLIODIDE	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_CARBOXYLIC_ACIDS	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
2.1.2_CARBOXYLIC_ACID_AMINE_REACTION_FROM_CARBOXYLIC_ACIDS_AND_calc_AMINES_AROMATIC_PRIMARY	isocyanates	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_AMINES_ALIPHATIC_PRIMARY_AND_SULFONYL_CHLORIDES	isocyanates	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_AMINES_ALIPHATIC_SECONDARY_AND_SULFONYL_CHLORIDES	isocyanates	1
2.2.3_SULFONAMIDE_SCHOTTEN_BAUMANN_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_SULFONYL_CHLORIDES	isocyanates	1
2.3.1_ISOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_ISOCYANATES	isocyanates	1
2.3.1_ISOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_ISOCYANATES	isocyanates	1
2.3.2_ISOTHIOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_PRIMARY_AND_ISOTHIOCYANATES	isocyanates	1
2.3.2_ISOTHIOCYANATE_AMINE_REACTION_FROM_AMINES_ALIPHATIC_SECONDARY_AND_ISOTHIOCYANATES	isocyanates	1
3.1.3_SUZUKI_COUPLING_FROM_calc_ARYLHALIDE_AND_BORONICS_AROMATIC	isocyanates	1
3.11.13_ULLMANN_TYPE_BIARYL_COUPLING_FROM_AMINES_ALIPHATIC_PRIMARY_AND_calc_ARYLHALIDE	isocyanates	1
3.11.13_ULLMANN_TYPE_BIARYL_COUPLING_FROM_calc_ARYLHALIDE_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
3.9.21_ALKYNE_COUPLING_FROM_FROM_ALKYNES_TERMINAL_AND_CARBOXYLIC_ACIDS	isocyanates	1
4.1.1_1_2_3_TRIAZOLE_SYNTHESIS_FROM_AZIDE_AND_ALKYNES_TERMINAL	isocyanates	1
4.1.1_1_2_3_TRIAZOLE_SYNTHESIS_FROM_ALKYNES_TERMINAL_AND_AZIDE	isocyanates	1
4.1.11_LAROCK_INDOLE_SYNTHESIS_FROM_ALKYNES_TERMINAL_AND_O_IODO_SEC_ANILINE	isocyanates	1
4.1.11_LAROCK_INDOLE_SYNTHESIS_FROM_O_IODO_SEC_ANILINE_AND_ALKYNES_TERMINAL	isocyanates	1
4.1.12_IMIDAZOLE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_PRIMARY_AND_KETONES_A_BROMO	isocyanates	1
4.1.12_IMIDAZOLE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_SECONDARY_AND_KETONES_A_BROMO	isocyanates	1
4.1.45_BENZIMIDAZOLE_SYNTHESIS_FROM_ALDEHYDES_AND_O_NITRO_SEC_ANILINE	isocyanates	1
4.1.45_BENZIMIDAZOLE_SYNTHESIS_FROM_O_NITRO_SEC_ANILINE_AND_ALDEHYDES	isocyanates	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_GUANIDINES_SECONDARY_PRIMARY_AND_YNONES	isocyanates	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_GUANIDINES_TERTIARY_PRIMARY_AND_YNONES	isocyanates	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_YNONES_AND_GUANIDINES_SECONDARY_PRIMARY	isocyanates	1
4.1.48_PYRIMIDINE_SYNTHESIS_FROM_YNONES_AND_GUANIDINES_TERTIARY_PRIMARY	isocyanates	1
4.1.60_PYRAZOLE_SYNTHESIS_FROM_YNONES_AND_HYDRAZINES_PRIMARY	isocyanates	1
4.1.60_PYRAZOLE_SYNTHESIS_FROM_HYDRAZINES_PRIMARY_AND_YNONES	isocyanates	1
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_O_AMINO_PHENOLS	isocyanates	1
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_O_AMINO_PHENOLS	isocyanates	1
4.2.17_1_3_BENZOXAZOLE_SYNTHESIS_FROM_O_AMINO_PHENOLS_AND_ISOTHIOCYANATES	isocyanates	1
4.2.2_OXADIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_CARBOXYLIC_ACIDS	isocyanates	1
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_O_AMINO_THIOPHENOLS	isocyanates	1
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_calc_AMINES_AROMATIC_PRIMARY_AND_O_AMINO_THIOPHENOLS	isocyanates	1
4.3.9_BENZOTHIAZOLE_SYNTHESIS_FROM_O_AMINO_THIOPHENOLS_AND_ISOTHIOCYANATES	isocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
X.X.X_AMINOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_PRIMARY_AND_KETONES_A_BROMO	isocyanates	1
X.X.X_AMINOTHIAZOLE_SYNTHESIS_FROM_AMINES_ALIPHATIC_SECONDARY_AND_KETONES_A_BROMO	isocyanates	1
X.X.X_CARBOXYLIC_ACID_NITRO_REACTION_FROM_CARBOXYLIC_ACID_AND_O_NITRO_SEC_ANILINE	isocyanates	1
X.X.X_CARBOXYLIC_ACID_NITRO_REACTION_FROM_O_NITRO_SEC_ANILINE_AND_CARBOXYLIC_ACID	isocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
X.X.X_NUCLEOPHILIC_SUBSTITUTION_FROM_ALCOHOLS_AND_AMINES_ALIPHATIC_PRIMARY	isocyanates	1
X.X.X_NUCLEOPHILIC_SUBSTITUTION_FROM_ALCOHOLS_AND_AMINES_ALIPHATIC_SECONDARY	isocyanates	1
X.X.X_124_OXADIAZOLE_SYNTHESIS_FROM_NITRILES_AND_CARBOXYLIC_ACIDS	isocyanates	1
X.X.X_134_OXADIAZOLE_SYNTHESIS_FROM_CARBOXYLIC_ACIDS_AND_ALDEHYDES	isocyanates	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	isothiocyanates	0
1.2.1_ALDEHYDE_REDUCTIVE_AMINATION_FROM_ALDEHYDES_AND_AMINES_ALIPHATIC_PRIMARY	isothiocyanates	1
