deprotection	FG	incompatible
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	o_iodo_aniline	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	o_iodo_aniline	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	o_iodo_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	o_iodo_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	o_iodo_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	o_iodo_aniline	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	o_iodo_aniline	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	o_iodo_aniline	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	o_iodo_aniline	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	o_iodo_aniline	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	o_iodo_aniline	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	o_iodo_aniline	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	o_iodo_aniline	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	o_iodo_aniline	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	o_iodo_aniline	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	o_iodo_aniline	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	o_iodo_aniline	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	o_iodo_aniline	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	o_iodo_aniline	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	o_iodo_aniline	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	hydrazines_primary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	hydrazines_primary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	hydrazines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	hydrazines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	hydrazines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	hydrazines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	hydrazines_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	hydrazines_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	hydrazines_primary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	hydrazines_primary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	hydrazines_primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	hydrazines_primary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	hydrazines_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	hydrazines_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	hydrazines_primary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	hydrazines_primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	hydrazines_primary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	hydrazines_primary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	hydrazines_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	hydrazines_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	hydrazines_primary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	nitrile	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	nitrile	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	nitrile	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	nitrile	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	nitrile	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	nitrile	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	nitrile	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	nitrile	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	nitrile	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	nitrile	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	nitrile	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	nitrile	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	nitrile	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	nitrile	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	nitrile	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	nitrile	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	nitrile	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	nitrile	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	nitrile	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	nitrile	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	nitrile	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	ketones_a_bromo	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	ketones_a_bromo	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	ketones_a_bromo	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	ketones_a_bromo	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	ketones_a_bromo	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ketones_a_bromo	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ketones_a_bromo	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ketones_a_bromo	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ketones_a_bromo	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ketones_a_bromo	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ketones_a_bromo	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	ketones_a_bromo	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	ketones_a_bromo	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	ketones_a_bromo	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	ketones_a_bromo	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	ketones_a_bromo	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	ketones_a_bromo	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	ketones_a_bromo	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	ketones_a_bromo	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	ketones_a_bromo	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	ketones_a_bromo	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	ynones	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	ynones	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	ynones	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	ynones	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	ynones	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ynones	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ynones	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ynones	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ynones	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ynones	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ynones	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	ynones	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	ynones	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	ynones	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	ynones	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	ynones	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	ynones	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	ynones	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	ynones	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	ynones	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	ynones	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	amidines_primary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	amidines_primary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	amidines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	amidines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	amidines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	amidines_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	amidines_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	amidines_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	amidines_primary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	amidines_primary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	amidines_primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	amidines_primary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	amidines_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	amidines_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	amidines_primary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	amidines_primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	amidines_primary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	amidines_primary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	amidines_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	amidines_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	amidines_primary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	amidines_secondary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	amidines_secondary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	amidines_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	amidines_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	amidines_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	amidines_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	amidines_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	amidines_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	amidines_secondary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	amidines_secondary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	amidines_secondary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	amidines_secondary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	amidines_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	amidines_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	amidines_secondary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	amidines_secondary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	amidines_secondary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	amidines_secondary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	amidines_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	amidines_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	amidines_secondary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	guanidines_secondary_primary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	guanidines_secondary_primary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	guanidines_secondary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	guanidines_secondary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	guanidines_secondary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	guanidines_secondary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	guanidines_secondary_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	guanidines_secondary_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	guanidines_secondary_primary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	guanidines_secondary_primary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	guanidines_secondary_primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	guanidines_secondary_primary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	guanidines_secondary_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_primary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	guanidines_secondary_primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_primary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_primary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_primary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	guanidines_secondary_secondary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	guanidines_secondary_secondary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	guanidines_secondary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	guanidines_secondary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	guanidines_secondary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	guanidines_secondary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	guanidines_secondary_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	guanidines_secondary_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	guanidines_secondary_secondary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	guanidines_secondary_secondary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	guanidines_secondary_secondary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	guanidines_secondary_secondary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	guanidines_secondary_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_secondary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	guanidines_secondary_secondary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_secondary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_secondary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	guanidines_secondary_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	guanidines_secondary_secondary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	guanidines_tertiary_primary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	guanidines_tertiary_primary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	guanidines_tertiary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	guanidines_tertiary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	guanidines_tertiary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	guanidines_tertiary_primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	guanidines_tertiary_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	guanidines_tertiary_primary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	guanidines_tertiary_primary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	guanidines_tertiary_primary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	guanidines_tertiary_primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	guanidines_tertiary_primary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	guanidines_tertiary_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_primary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	guanidines_tertiary_primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_primary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_primary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_primary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_primary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	guanidines_tertiary_secondary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	guanidines_tertiary_secondary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	guanidines_tertiary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	guanidines_tertiary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	guanidines_tertiary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	guanidines_tertiary_secondary	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	guanidines_tertiary_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	guanidines_tertiary_secondary	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	guanidines_tertiary_secondary	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	guanidines_tertiary_secondary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	guanidines_tertiary_secondary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	guanidines_tertiary_secondary	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	guanidines_tertiary_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	guanidines_tertiary_secondary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	guanidines_tertiary_secondary	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	guanidines_tertiary_secondary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	calc_NAS_ELECTROPHILE	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	calc_NAS_ELECTROPHILE	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_NAS_ELECTROPHILE	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_NAS_ELECTROPHILE	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_NAS_ELECTROPHILE	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	calc_NAS_ELECTROPHILE	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	calc_NAS_ELECTROPHILE	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	calc_NAS_ELECTROPHILE	1
